"Gene.Name","EV-R1","EV-R2","EV-R3","KO-R1","KO-R2","KO-R3"
"GPC6-AS1",16,15,26,5,4,6
"GPC6-AS1",26,28,38,13,16,22
"GPC6-AS1",16,11,10,6,8,8
"GPC6-AS1",8,13,14,5,5,3
"DCT",17,22,32,12,13,6
"TGDS",21,24,18,7,16,18
"SNORD13G",1,7,6,8,1,1
"SNORD13G",7,0,1,2,4,6
"DNAJC3",15,9,13,16,13,11
"LINC00456",1,0,2,2,0,0
"MBNL2",2,1,2,1,0,3
"MBNL2",262,250,280,75,71,101
"MBNL2",49,59,69,23,20,24
"MBNL2",78,68,70,23,23,16
"MBNL2",50,33,41,17,16,16
"MBNL2",11,16,14,10,5,7
"MBNL2",11,16,12,6,6,2
"MBNL2",53,42,63,26,27,20
"MBNL2",81,51,70,33,10,19
"MBNL2",58,51,62,22,17,19
"RAP2A",38,30,31,10,9,11
"RAP2A",4,5,5,4,4,2
"RAP2A",2,3,1,0,0,0
"IPO5",9,9,10,1,4,3
"FARP1",76,40,49,25,28,17
"MIR3170",23,32,29,12,11,12
"MIR3170",18,17,23,9,9,12
"MIR3170",21,26,23,11,16,14
"MIR3170",7,5,4,4,4,4
"STK24",11,11,11,13,4,5
"STK24-AS1",6,2,2,0,4,0
"SLC15A1",1,0,0,0,0,0
"UBAC2",15,16,12,7,10,3
"LINC01232",8,2,4,3,2,4
"TM9SF2",283,261,257,116,139,125
"CLYBL",1,0,2,1,1,2
"CLYBL-AS1",0,1,0,0,3,0
"LOC101927437",2,2,2,2,4,3
"LOC101927437",0,2,0,0,1,0
"ZIC5",10,7,10,13,5,2
"YY1",2,1,4,3,1,4
"YY1",18,4,8,6,5,4
"SLC25A29",0,0,0,1,1,0
"PPP2R5C",8,6,14,7,3,6
"DYNC1H1",1,1,0,1,0,0
"HSP90AA1",2,4,4,1,5,3
"HSP90AA1",1,5,9,6,2,0
"ZNF839",11,4,6,2,5,6
"ZNF839",32,41,44,24,19,11
"RCOR1",5,5,2,0,1,5
"RCOR1",4,2,5,3,2,4
"EXOC3L4",4,2,3,2,1,2
"EXOC3L4",2,3,6,3,4,2
"EXOC3L4",15,18,30,30,17,28
"EXOC3L4",15,13,15,22,22,25
"EIF5",9,2,2,3,4,3
"MARK3",33,28,38,25,20,22
"TRMT61A",6,6,4,1,2,4
"BAG5",2,1,1,2,2,0
"KLC1",4,3,7,0,2,2
"",0,2,0,0,0,1
"LINC00637",1,0,0,1,1,1
"LINC00637",2,4,2,1,3,2
"LINC02280",1,2,0,1,0,0
"MIR4710",5,6,0,2,2,4
"INF2",11,6,11,4,4,2
"SIVA1",21,15,17,2,6,6
"SIVA1",15,6,9,2,3,3
"AKT1",38,27,21,18,6,12
"LINC00638",5,1,1,2,2,2
"CEP170B",4,4,7,2,1,5
"CDCA4",19,18,15,11,11,12
"BRF1",3,1,1,2,0,1
"TEX22",8,9,5,3,4,1
"TEDC1",11,6,12,3,1,5
"LINC00226",0,0,0,0,0,0
"LINC00226",0,0,0,0,0,0
"LINC00226",0,0,0,0,0,0
"LINC00226",0,0,0,0,0,0
"LINC00226",0,0,0,0,0,0
"OR4K5",0,0,0,0,0,0
"CCNB1IP1",9,9,8,7,6,2
"RPPH1",276432,185091,223368,143896,156956,130903
"APEX1",99,109,91,44,57,47
"PIP4P1",4,2,3,0,0,1
"ANG",1,1,0,1,0,0
"METTL17",68,77,80,38,32,30
"RNASE8",3,3,2,1,4,1
"ZNF219",21,10,10,7,12,10
"ZNF219",1,3,4,5,4,5
"HNRNPC",1,2,3,1,1,2
"RPGRIP1",5,5,3,3,10,0
"SUPT16H",7,5,7,4,3,2
"CHD8",11,10,6,7,5,7
"METTL3",224,209,186,176,122,144
"METTL3",53,56,54,34,36,37
"SALL2",2,0,0,1,0,1
"LOC105370401",0,0,0,0,0,0
"LOC105370401",0,1,0,2,1,0
"DAD1",25,19,15,14,13,9
"OXA1L",30,30,30,16,16,16
"SLC7A7",3,9,10,3,1,2
"MRPL52",186,177,175,95,122,103
"MMP14",5,4,2,1,0,1
"LRP10",104,79,77,29,22,21
"LOC101926933",4,6,2,2,3,5
"AJUBA",376,396,303,146,161,128
"C14orf93",10,7,13,4,9,2
"PSMB5",1157,1088,1018,547,662,555
"CDH24",351,392,301,168,189,218
"ACIN1",164,154,151,95,92,90
"C14orf119",28,31,32,21,12,27
"PPP1R3E",9,14,7,3,10,3
"BCL2L2-PABPN1",2,4,4,3,2,1
"PABPN1",11,18,16,15,8,14
"NGDN",4,5,1,2,6,1
"THTPA",12,9,10,12,2,6
"PCK2",12,7,6,2,5,5
"DCAF11",10,6,8,8,10,8
"PSME1",43,45,37,19,25,22
"EMC9",18,14,22,22,14,10
"IPO4",12,12,18,6,14,12
"TM9SF1",71,39,48,33,18,22
"CHMP4A",20,19,18,7,13,11
"GMPR2",91,95,74,42,48,37
"TINF2",73,48,43,28,25,32
"RABGGTA",10,10,18,5,8,6
"DHRS1",25,29,13,13,23,27
"LTB4R2",189,209,187,55,74,88
"NFATC4",1,0,0,0,2,1
"KHNYN",42,35,35,13,19,19
"SDR39U1",24,23,16,9,12,11
"GZMB",18,11,11,14,12,5
"STXBP6",10,7,6,3,1,2
"STXBP6",16,15,13,6,5,5
"LINC02294",4,4,6,1,2,1
"MIR4307",1,1,1,2,1,0
"PRKD1",10,8,9,0,3,2
"SCFD1",18,25,15,9,20,18
"COCH",54,52,44,19,19,17
"STRN3",12,16,10,6,5,8
"AP4S1",4,3,3,6,3,7
"HECTD1",22,18,21,18,21,25
"HEATR5A",22,10,23,8,10,9
"DTD2",59,53,42,13,33,19
"LINC02313",2,0,0,0,1,0
"ARHGAP5",0,0,2,2,5,2
"AKAP6",0,1,1,0,1,0
"EGLN3",3,0,0,0,0,0
"EGLN3",2,0,0,0,0,0
"SPTSSA",0,0,0,0,0,0
"SPTSSA",11,9,5,4,3,2
"RNU1-4",0,0,0,0,0,0
"SNX6",5,5,6,8,4,10
"CFL2",12,10,19,11,18,11
"BAZ1A",73,53,80,31,43,38
"SRP54-AS1",24,16,16,5,8,6
"FAM177A1",43,41,35,22,34,18
"PPP2R3C",90,90,82,41,40,41
"PSMA6",253,220,250,173,197,155
"NFKBIA",3,4,6,10,5,6
"BRMS1L",0,3,1,3,6,2
"MBIP",22,30,18,13,21,14
"SLC25A21-AS1",12,5,13,9,8,11
"MIPOL1",3,8,4,7,11,5
"FOXA1",5,6,10,4,7,3
"FOXA1",95,88,101,52,55,47
"FOXA1",2,2,2,1,0,5
"FOXA1",8,5,5,9,2,2
"FOXA1",9,6,11,9,14,6
"TTC6",56,79,61,77,61,74
"TTC6",4,7,6,11,1,7
"SEC23A-AS1",4,5,7,3,3,6
"SEC23A",134,146,146,68,79,91
"TRAPPC6B",28,32,21,18,34,14
"PNN",9,11,11,13,5,9
"MIA2",61,66,59,65,75,62
"MIA2",15,21,14,14,11,17
"FBXO33",9,5,8,4,10,1
"LRFN5",0,0,0,0,0,0
"FSCB",1,1,0,0,2,1
"FSCB",0,0,0,0,3,0
"FSCB",1,2,0,0,0,0
"FSCB",1,0,3,1,0,2
"FSCB",0,1,0,1,2,0
"C14orf28",3,2,2,0,1,1
"PRPF39",32,39,32,10,22,12
"SNORD127",31,30,23,13,19,15
"FKBP3",86,76,89,42,42,46
"MIS18BP1",20,16,18,9,12,10
"RPS29",680,399,478,264,414,358
"LRR1",66,42,57,47,38,46
"MGAT2",78,86,79,46,77,61
"DNAAF2",24,18,21,21,17,10
"NEMF",43,44,64,36,24,26
"ARF6",26,35,33,26,20,16
"MIR6076",5,3,2,4,0,4
"LINC01588",7,5,5,2,6,6
"SOS2",6,0,3,2,4,1
"MAP4K5",7,6,4,4,5,3
"NIN",5,0,2,0,0,7
"FRMD6",0,1,0,0,0,0
"FRMD6-AS1",7,6,4,4,2,1
"ERO1A",185,111,144,126,107,94
"ERO1A",0,1,1,0,0,0
"PSMC6",84,81,92,64,69,62
"MIR5580",17,9,18,5,4,3
"MIR5580",14,7,10,9,9,1
"MIR5580",12,16,16,6,9,6
"MIR5580",1,0,0,1,0,0
"BMP4",4,3,6,4,2,1
"CDKN3",0,0,2,1,0,1
"CNIH1",86,98,88,62,68,52
"GMFB",39,27,44,21,34,27
"SAMD4A",4,1,2,0,2,2
"SAMD4A",1,7,4,4,2,6
"MIR4308",2,0,0,3,2,1
"GCH1",37,28,37,51,45,41
"WDHD1",9,5,7,9,6,12
"MAPK1IP1L",63,46,58,42,33,43
"FBXO34",13,11,4,5,13,9
"KTN1-AS1",36,21,19,14,26,13
"KTN1",13,20,13,14,11,2
"LINC00520",2,2,2,1,3,2
"TMEM260",1,0,0,0,0,0
"EXOC5",167,139,123,101,111,88
"ACTR10",80,58,65,22,43,39
"PSMA3",46,64,48,29,48,38
"TIMM9",9,6,8,3,3,3
"DAAM1",8,10,7,9,4,14
"DAAM1",85,77,83,94,79,87
"L3HYPDH",14,14,28,11,19,15
"LRRC9",1,1,2,5,1,1
"PCNX4",92,53,56,33,50,34
"DHRS7",158,113,106,88,108,83
"PPM1A",6,7,9,4,4,5
"TRMT5",0,1,0,1,1,3
"LINC01303",1,2,1,0,0,0
"HIF1A",14,7,7,4,9,9
"KCNH5",0,0,0,0,0,0
"PPP2R5E",3,0,4,5,3,5
"PPP2R5E",14,23,9,10,10,6
"WDR89",12,9,4,7,5,7
"SYNE2",16,16,19,8,7,3
"MIR548H1",5,12,8,0,1,3
"ZBTB25",3,8,4,4,1,1
"PLEKHG3",28,17,22,20,12,15
"PLEKHG3",77,59,64,47,39,44
"CHURC1-FNTB",28,19,22,30,22,21
"MPP5",1,1,0,1,2,0
"ATP6V1D",14,12,9,9,10,9
"PLEKHH1",3,3,4,0,3,5
"VTI1B",72,49,59,48,65,38
"RDH11",31,19,13,10,8,8
"RDH12",4,1,5,1,0,1
"RAD51B",5,4,2,1,1,1
"RAD51B",8,3,5,2,2,4
"RAD51B",4,3,1,1,1,3
"LOC100996664",3,3,1,3,1,1
"LOC100996664",1,2,3,0,1,0
"LOC100996664",5,5,5,0,4,0
"LOC100996664",6,7,2,1,3,2
"LOC100996664",4,5,5,0,2,0
"LOC100996664",6,3,5,8,5,3
"ZFP36L1",1,1,0,0,1,1
"ZFP36L1",40,50,29,16,16,16
"ZFP36L1",8,3,3,8,1,2
"ZFP36L1",6,4,8,6,6,5
"ACTN1",10,5,12,8,4,6
"ACTN1",145,68,76,47,84,68
"DCAF5",3,3,2,3,2,6
"DCAF5",2,1,0,5,2,0
"SLC39A9",110,93,96,72,98,62
"SUSD6",3,5,2,0,2,0
"SUSD6",7,5,4,5,1,4
"SRSF5",124,121,112,51,64,61
"LOC100506358",0,1,0,2,2,0
"SMOC1",8,1,8,2,4,3
"PCNX1",22,21,24,13,16,12
"SIPA1L1",3,3,4,2,1,0
"RBM25",35,35,40,19,28,22
"LOC101928143",3,5,9,5,5,5
"RIOX1",48,50,59,37,51,31
"DNAL1",3,2,4,1,1,3
"PNMA1",55,75,45,23,33,24
"PNMA1",15,12,14,11,6,8
"ELMSAN1",19,12,18,11,11,4
"",16,16,14,9,10,11
"ZNF410",20,15,12,13,8,11
"ENTPD5",5,2,4,13,6,5
"ENTPD5",13,15,11,5,5,7
"LTBP2",20,10,12,3,8,3
"LTBP2",3,5,3,2,2,0
"LTBP2",0,1,4,1,2,5
"YLPM1",14,8,10,10,5,7
"PROX2",57,34,43,36,21,23
"DLST",8,9,4,9,1,12
"MLH3",44,47,58,26,26,26
"MLH3",18,13,21,9,9,12
"ACYP1",3,2,4,3,1,1
"NEK9",69,57,71,55,42,34
"TMED10",0,2,0,0,1,3
"ERG28",5,7,9,10,9,2
"ESRRB",2,3,0,1,2,2
"ANGEL1",9,9,13,5,4,3
"LINC01629",1,0,0,0,0,1
"IRF2BPL",11,7,7,2,4,4
"IRF2BPL",4,1,3,3,0,4
"GSTZ1",43,33,28,7,17,16
"TMED8",23,24,17,15,11,14
"VIPAS39",6,4,3,3,3,6
"ADCK1",2,1,3,0,1,5
"NRXN3",22,29,32,102,70,106
"NRXN3",27,36,26,112,78,82
"GTF2A1",24,19,22,16,13,10
"GTF2A1",1,1,6,0,0,0
"SEL1L",10,9,16,11,10,13
"LINC02301",2,0,0,0,0,0
"LINC02301",0,0,0,0,1,1
"FLRT2",0,0,0,0,0,0
"FLRT2",4,0,2,2,0,2
"FLRT2",0,1,6,2,1,2
"LINC01148",0,0,0,1,1,0
"LINC01147",0,2,0,0,0,0
"PTPN21",15,11,20,15,6,6
"FOXN3",5,0,2,6,0,3
"FOXN3",4,2,4,2,1,1
"PSMC1",14,7,7,11,5,4
"NRDE2",10,15,9,7,9,9
"CALM1",0,0,1,0,0,0
"CCDC88C",5,6,5,2,1,3
"CCDC88C",11,6,11,14,10,9
"PPP4R3A",116,102,75,50,53,55
"TRIP11",67,42,38,25,27,20
"CPSF2",36,43,36,17,24,24
"RIN3",12,3,8,3,2,7
"GOLGA5",0,1,1,1,1,0
"SERPINA1",5,5,8,2,2,1
"SERPINA5",2,0,2,2,0,4
"SERPINA3",2,0,1,2,3,1
"DICER1",10,7,11,5,8,8
"CLMN",3,1,3,2,3,2
"SCARNA13",2,1,2,3,4,1
"SNHG10",11,7,8,7,7,3
"PAPOLA",64,47,59,33,24,22
"CCDC85C",6,5,4,2,1,0
"CCDC85C",8,8,10,7,3,3
"HHIPL1",1,2,2,0,1,1
"ASB7",0,2,0,0,0,0
"SELENOS",28,26,34,18,27,15
"SELENOS",6,5,3,10,1,5
"SNRPA1",34,31,31,24,42,33
"PCSK6",15,7,5,12,8,14
"PCSK6",10,10,7,15,10,8
"PCSK6",17,15,11,17,16,19
"PCSK6",12,11,12,17,2,6
"PCSK6",11,5,11,12,7,5
"PCSK6",1,0,0,0,0,0
"TM2D3",24,21,16,13,16,17
"CHEK2P2",0,0,0,0,0,0
"CHEK2P2",0,0,0,0,0,0
"CHEK2P2",0,0,0,0,0,0
"HERC2P9",0,0,0,0,0,0
"HERC2P9",0,0,0,0,0,0
"GOLGA8CP",0,0,0,0,0,0
"GOLGA8CP",0,0,0,0,0,0
"GOLGA8CP",0,0,0,0,0,0
"GOLGA8CP",0,0,0,0,0,0
"LOC646214",0,0,0,0,0,0
"LOC646214",0,0,0,0,0,0
"LOC646214",0,0,0,0,0,0
"NF1P2",0,0,0,0,0,0
"GOLGA8EP",0,0,0,0,0,0
"GOLGA8EP",0,0,0,0,0,0
"GOLGA8EP",0,0,0,0,0,0
"HERC2",0,0,0,0,0,0
"HERC2",0,0,0,0,0,0
"GOLGA8J",0,0,0,0,0,0
"WHAMMP3",3,2,3,5,9,5
"NIPA1",1,1,1,0,2,2
"NIPA2",102,77,89,54,71,45
"TUBGCP5",33,33,42,22,33,20
"GOLGA6L1",0,0,0,0,0,0
"MIR4509-1",0,0,0,0,0,0
"MIR4509-1",0,0,0,0,0,0
"GOLGA6L22",0,0,0,0,0,0
"GOLGA6L22",0,0,0,0,0,0
"GOLGA8S",0,0,0,0,0,0
"SNRPN",2,0,1,1,0,0
"SNRPN",4,10,8,2,3,3
"SNRPN",1,0,0,1,0,0
"SNRPN",11,11,10,11,6,13
"UBE3A",134,90,107,65,84,82
"OCA2",5,4,5,5,7,9
"OCA2",9,2,1,5,4,4
"GOLGA8F",0,0,0,0,0,0
"MIR4509-3",0,0,0,0,0,0
"MIR4509-3",0,0,0,0,0,0
"MIR4509-2",0,0,0,0,0,0
"HERC2P11",0,0,0,0,0,0
"LOC101928042",1,4,2,8,1,5
"WHAMMP2",1,4,1,5,2,6
"WHAMMP2",3,1,0,2,1,2
"APBA2",5,5,11,1,0,0
"LOC100130111",658,584,615,425,372,399
"TJP1",7,6,5,6,10,2
"ARHGAP11B",7,10,7,6,6,8
"HERC2P10",26,27,32,34,16,24
"MTMR10",1,0,1,0,1,0
"LOC283710",3,4,2,1,4,0
"KLF13",0,2,0,2,1,2
"KLF13",4,4,5,1,2,0
"GOLGA8O",0,0,0,0,0,0
"AVEN",10,6,11,9,12,13
"KATNBL1",71,76,49,31,35,36
"EMC4",175,180,171,125,152,123
"NOP10",214,207,240,140,177,169
"LPCAT4",7,5,7,1,2,2
"GOLGA8B",42,23,40,11,8,9
"AQR",49,42,43,25,33,30
"ZNF770",12,16,24,9,9,8
"DPH6",15,5,12,9,6,6
"DPH6-DT",3,2,4,1,1,2
"DPH6-DT",0,4,1,0,0,0
"DPH6-DT",1,3,1,2,1,0
"DPH6-DT",1,1,0,0,1,0
"DPH6-DT",0,1,1,0,0,0
"DPH6-DT",2,0,2,1,0,0
"DPH6-DT",2,1,4,0,1,1
"DPH6-DT",2,1,2,2,0,5
"MIR4510",0,3,1,1,4,0
"MIR4510",7,6,5,7,5,2
"MIR4510",0,1,3,2,3,1
"C15orf41",0,0,0,0,0,0
"C15orf41",0,0,2,0,0,1
"LOC145845",4,2,2,1,1,2
"LOC145845",17,24,26,24,10,21
"LOC145845",32,16,33,23,13,18
"MIR8063",61,54,45,27,49,41
"MIR8063",58,72,60,50,50,45
"MIR8063",53,32,54,30,25,26
"MEIS2",48,65,62,44,48,38
"MEIS2",28,22,19,7,6,13
"MEIS2",1,3,3,2,2,3
"LINC01852",14,11,9,4,3,5
"SPRED1",6,8,5,3,2,0
"FAM98B",17,25,12,27,17,22
"C15orf54",2,0,0,1,4,2
"C15orf54",2,0,4,2,1,3
"C15orf54",3,0,0,0,2,0
"C15orf54",2,0,0,0,0,0
"C15orf54",0,0,0,1,0,0
"THBS1",0,0,0,0,0,0
"THBS1",193,223,172,108,151,130
"GPR176",1,1,3,0,0,1
"EIF2AK4",26,18,27,15,9,20
"SRP14",4,4,3,4,4,3
"SRP14",74,89,58,38,60,67
"SRP14-AS1",14,6,4,4,1,1
"SRP14-AS1",10,12,11,7,9,3
"SRP14-AS1",1,1,1,0,1,2
"BMF",9,6,13,4,5,6
"BMF",653,603,584,177,209,197
"BMF",39,32,41,18,14,11
"BMF",50,48,42,18,21,20
"BMF",13,7,12,2,5,7
"BUB1B",168,154,148,92,88,70
"CCDC9B",65,54,63,58,34,35
"KNSTRN",24,26,32,15,22,15
"CHST14",5,4,2,0,2,2
"KNL1",18,14,14,10,8,10
"RAD51-AS1",11,14,17,5,8,11
"RMDN3",10,11,10,14,10,6
"GCHFR",183,146,149,90,86,72
"DNAJC17",49,39,44,16,28,19
"SPINT1-AS1",6,6,2,2,2,2
"VPS18",72,50,57,28,35,25
"LOC105370943",10,5,2,2,6,3
"DLL4",6,5,3,3,5,4
"CHAC1",2,2,2,1,1,1
"CHAC1",2,5,4,1,0,2
"INO80",11,10,14,14,14,10
"CHP1",115,84,94,100,84,75
"CHP1",10,7,13,31,33,31
"OIP5-AS1",7,3,6,11,5,7
"OIP5-AS1",109,100,79,67,87,61
"OIP5",57,47,61,37,40,28
"NDUFAF1",29,20,20,11,20,10
"RTF1",7,6,6,9,2,5
"ITPKA",15,11,19,12,7,8
"RPAP1",3,6,2,2,5,2
"TYRO3",11,8,12,3,3,1
"TYRO3",1,1,1,1,1,0
"MGA",4,1,4,1,3,1
"MGA",15,6,12,11,9,6
"EHD4-AS1",28,24,21,11,14,13
"EHD4-AS1",12,18,11,7,9,5
"EHD4-AS1",8,8,6,7,5,9
"EHD4",9,6,4,3,7,4
"PLA2G4E-AS1",14,13,12,8,5,11
"TMEM87A",20,30,20,10,17,14
"CAPN3",2,3,5,2,4,3
"ZNF106",13,7,7,4,5,7
"SNAP23",3,6,11,6,6,9
"LRRC57",55,38,38,27,38,31
"CDAN1",15,6,8,7,11,7
"TMEM62",36,20,33,23,16,15
"LCMT2",52,57,37,34,32,25
"TUBGCP4",75,62,66,48,50,41
"SERF2",153,135,151,83,113,99
"HYPK",327,317,259,217,228,229
"CTDSPL2",8,2,9,1,8,4
"EIF3J",20,26,13,16,17,18
"SPG11",21,15,13,18,12,19
"B2M",202,168,179,180,198,169
"TRIM69",5,2,4,4,1,2
"SORD2P",2,0,0,1,0,1
"SORD2P",2,2,7,4,3,7
"SHF",67,47,61,21,19,24
"LOC101928414",0,3,3,0,1,2
"GATM",4,0,4,2,2,1
"SPATA5L1",19,27,41,20,15,24
"BLOC1S6",135,132,141,87,124,105
"SQOR",25,15,11,15,12,11
"SQOR",8,2,4,13,10,13
"LINC01491",0,0,0,0,1,0
"DUT",46,44,39,25,45,21
"SECISBP2L",31,15,27,10,17,12
"COPS2",10,11,7,11,5,13
"DTWD1",3,4,3,3,5,1
"GABPB1-IT1",70,60,80,53,59,45
"USP8",40,24,41,14,20,23
"TRPM7",71,56,60,47,46,36
"SPPL2A",101,79,70,63,76,55
"AP4E1",1,1,0,6,4,1
"MIR7973-1",4,10,2,2,6,3
"MIR7973-2",5,6,2,1,2,1
"GLDN",89,100,76,34,34,27
"TMOD3",113,111,107,74,73,74
"LEO1",2,6,5,4,4,7
"MAPK6",4,4,3,4,2,2
"BCL2L10",15,8,2,5,4,3
"BCL2L10",4,3,5,3,1,5
"BCL2L10",5,3,7,2,4,1
"BCL2L10",4,7,9,2,2,6
"GNB5",0,1,2,0,1,6
"MYO5C",15,12,5,9,9,5
"MYO5C",37,19,24,13,30,27
"ARPP19",344,289,295,192,198,172
"FAM214A",1,2,0,1,4,0
"FAM214A",6,0,2,6,3,1
"ONECUT1",628,536,482,393,283,343
"ONECUT1",17,20,17,19,11,15
"LINC02490",7,1,6,5,4,5
"LINC02490",3,2,2,1,6,2
"LINC02490",2,1,1,1,0,0
"LINC02490",0,1,1,3,1,0
"WDR72",3,1,1,0,0,0
"WDR72",5,4,6,2,3,3
"WDR72",19,19,15,18,16,17
"UNC13C",0,1,0,0,0,0
"RSL24D1",87,94,73,83,68,67
"RAB27A",4,2,6,0,0,1
"CCPG1",19,10,18,9,13,10
"NEDD4",17,19,16,7,5,14
"NEDD4",0,1,1,2,0,3
"ZNF280D",10,7,5,7,7,2
"ZNF280D",1,0,0,0,2,0
"TCF12",2,1,5,1,0,0
"TCF12",5,2,5,1,2,0
"TCF12",265,196,231,111,120,103
"LINC00926",6,6,4,3,1,0
"CGNL1",2,6,3,6,5,7
"CGNL1",4,0,6,13,1,3
"GCOM1",4,1,4,4,5,3
"POLR2M",20,13,11,15,8,16
"LIPC",8,5,4,17,11,12
"LIPC",3,0,2,2,1,4
"LIPC",80,90,89,86,75,95
"LIPC",28,16,16,26,28,22
"LIPC",6,10,10,14,10,10
"LIPC-AS1",7,5,8,11,12,9
"LIPC-AS1",6,6,5,9,4,3
"MINDY2",19,11,12,15,14,11
"SLTM",48,50,51,32,36,17
"RNF111",29,25,15,11,13,19
"CCNB2",192,195,161,110,123,118
"LDHAL6B",82,92,88,112,100,115
"MYO1E",16,17,28,30,29,19
"BNIP2",65,41,48,19,26,27
"ANXA2",33,19,21,11,11,7
"ANXA2",40,36,31,26,17,22
"ANXA2",78,93,77,56,43,44
"ANXA2",30,11,27,8,22,12
"ICE2",17,10,14,11,14,11
"RORA",13,20,12,17,14,12
"RORA",3,4,4,7,4,3
"RORA-AS2",0,1,0,0,0,2
"RORA-AS2",0,0,0,2,0,0
"VPS13C",7,5,9,3,5,5
"MGC15885",2,2,7,3,4,9
"MIR190A",7,2,3,1,3,4
"MIR190A",3,5,6,5,2,4
"MIR190A",1,3,0,0,0,0
"MIR190A",0,0,1,0,0,0
"TPM1",1,0,0,1,0,0
"TPM1",0,1,0,0,0,0
"TPM1",11,22,27,4,6,4
"TPM1",34,26,27,19,17,11
"TPM1-AS",20,26,17,8,7,12
"LACTB",0,0,0,0,0,0
"LACTB",96,68,97,89,115,79
"RPS27L",115,109,83,88,133,124
"RAB8B",23,12,13,26,18,21
"RAB8B",13,15,8,22,13,14
"RAB8B",11,12,9,14,13,15
"RAB8B",10,11,14,13,7,8
"APH1B",134,162,136,151,160,155
"APH1B",305,286,249,280,313,286
"APH1B",625,614,545,677,685,627
"USP3",0,2,0,2,3,1
"USP3",9,11,13,6,7,11
"FBXL22",218,196,187,178,187,171
"USP3-AS1",10,2,4,4,6,3
"HERC1",3,9,1,2,6,2
"DAPK2",0,1,2,0,0,1
"CIAO2A",4,3,6,5,0,1
"CIAO2A",69,80,58,38,54,48
"SNX1",65,86,59,42,47,49
"PPIB",51,30,44,14,21,25
"PCLAF",47,43,35,14,20,17
"ZNF609",1,1,0,0,0,0
"OAZ2",5,9,15,4,1,5
"OAZ2",5,3,3,1,4,3
"PIF1",4,1,3,2,0,2
"MTFMT",42,28,32,30,35,22
"SLC51B",1,1,3,2,3,3
"PDCD7",13,8,13,7,16,14
"CLPX",14,22,20,12,19,13
"CILP",4,6,6,1,1,0
"PARP16",2,2,8,0,2,4
"RNU5B-1",303,201,207,260,320,314
"IGDCC3",19,7,6,1,2,4
"IGDCC4",15,12,15,10,3,8
"DPP8",92,62,66,56,47,27
"HACD3",559,571,585,294,374,327
"INTS14",19,16,19,6,10,10
"DENND4A",32,16,30,23,17,15
"DENND4A",4,6,3,1,5,3
"DENND4A",1,1,1,1,0,0
"RAB11A",1,1,1,0,1,1
"RAB11A",100,104,118,99,100,96
"MIR4311",0,0,0,4,3,1
"DIS3L",8,8,13,5,7,7
"TIPIN",5,6,3,3,4,3
"MAP2K1",3,4,4,3,2,2
"SNAPC5",40,55,62,35,49,37
"ZWILCH",2,1,5,0,2,3
"SMAD6",12,6,9,0,4,1
"SMAD6",3,3,0,0,0,1
"SMAD6",1,2,0,0,0,0
"LINC02206",7,4,4,0,0,2
"LINC02206",0,0,2,2,0,0
"LOC102723493",3,1,2,8,1,9
"LOC102723493",9,2,2,10,2,8
"LOC102723493",14,12,9,21,12,21
"LOC102723493",1,5,1,0,8,0
"SMAD3",5,7,5,3,3,1
"SMAD3",23,14,18,4,4,6
"SMAD3",14,17,26,17,7,15
"SMAD3",13,13,11,4,2,3
"AAGAB",38,30,33,9,22,22
"IQCH-AS1",65,53,56,35,44,33
"MAP2K5",3,1,6,6,5,7
"RNU6-2",6,5,11,2,0,0
"RNU6-2",1,1,0,2,0,0
"RNU6-2",5,1,2,0,0,0
"RNU6-2",1,0,2,0,0,0
"PIAS1",1,2,4,1,1,0
"PIAS1",27,25,34,26,21,20
"CLN6",49,27,45,40,40,31
"FEM1B",143,95,101,60,69,55
"ANP32A",40,36,24,22,22,18
"KIF23",56,64,63,32,30,31
"RPLP1",3232,3326,2644,1698,2282,1909
"RPLP1",1,0,1,2,2,2
"LINC02205",2,1,1,0,0,0
"LINC02204",5,8,5,2,2,0
"SALRNA3",4,0,5,3,2,1
"UACA",62,39,44,35,31,25
"LRRC49",3,4,2,6,5,4
"THSD4",0,1,0,3,4,5
"THSD4-AS1",2,0,1,8,6,3
"THSD4",3,3,2,3,4,4
"THSD4-AS2",0,0,0,1,2,0
"THSD4-AS2",4,2,2,7,3,7
"THSD4-AS2",1,0,0,1,3,0
"GRAMD2A",13,16,15,11,12,6
"PKM",149,134,149,86,85,94
"HEXA-AS1",93,87,68,61,70,48
"ARIH1",41,31,45,32,36,26
"BBS4",5,3,2,1,2,4
"NPTN",10,2,2,5,3,0
"CD276",26,10,33,9,19,10
"MIR6881",0,0,0,0,0,0
"SEMA7A",5,5,4,3,5,2
"SEMA7A",0,0,2,0,0,0
"SEMA7A",321,287,289,224,225,178
"UBL7-AS1",25,23,21,17,14,13
"CLK3",12,5,12,17,12,5
"CLK3",4,1,6,3,2,5
"EDC3",30,25,25,13,27,22
"CYP1A1",1,0,1,1,1,0
"CSK",19,5,12,13,13,10
"ULK3",41,28,38,20,25,12
"MPI",8,2,5,3,7,0
"FAM219B",57,61,64,29,36,28
"COX5A",9,3,5,12,10,8
"COX5A",171,140,168,168,263,219
"PPCDC",0,2,5,4,2,1
"PPCDC",7,3,5,3,3,6
"PPCDC",21,25,9,15,10,15
"PPCDC",8,5,9,2,3,1
"C15orf39",3,3,0,1,1,3
